author,text,publishedAt
@ShaneT5S,"Even though I won't get the 17, I really enjoy the look of the 17 pro and pro max! minus the colours though. But bigger battery is always good! 
It's also really funny how they were so proud of titanium, but now they're cheering aluminum again",2025-09-10T19:38:15Z
@zakirwashere,am i tripping or did it lag at 10:15??,2025-09-10T19:37:31Z
@blakekaveny,It was a pause for dramatic affect. Games do that sometimes,2025-09-10T20:07:19Z
@wp.weiper,Guys should I upgrade to the 17 from my iPhone XR?,2025-09-10T19:37:29Z
@o_4232,Apple glazer final boss,2025-09-10T19:37:29Z
@MygodEmperor,Ngl Samsung is my only brand but I'm kinda interested in Apple with this,2025-09-10T19:37:10Z
@johnm7882,Everyone knows Arun is biased towards Apple. That's why this has the feel of a commercial for Apple 😂,2025-09-10T19:36:11Z
@dillonburke92,still no reason to downgrade from my s20ultra. spec wise the s20 stil one of the best phones. better display. camera. apps. everything.,2025-09-10T19:36:04Z
@horridohobbies,"Question: Most users slap on a case, so will this negate the thinness advantage?",2025-09-10T19:35:07Z
@KS27-p1u,It's for the executives/posh people,2025-09-10T19:35:03Z
@moRaaOTAKU,"To be honest if the i17 Air has good gaming performance I would get one, less cameras is better to me",2025-09-10T19:35:02Z
@muzammilkhilji3824,Oh Mr Who's the Apple glazer is back with an another video.,2025-09-10T19:33:30Z
@joshuarobertsmasculine3191,I really love the iPhone mini 12 because it was the most useful phone I could just use it with one hand,2025-09-10T19:33:20Z
@Oleaceaee,9:52 😂,2025-09-10T19:33:02Z
@Kathiravan201-h3b,"Definitely I’m eagerly waiting to durability test like jerryrigeverything , everythingapplepro ….",2025-09-10T19:33:00Z
@rubennevesferraz,He sounds like an Apple Marketing Manager. Apple fan.,2025-09-10T19:32:52Z
@stefandimz8191,I feel weirdly uncomfortable listening to this video. It sounds like it's recorded in  an empty room with a heavy deesser added.,2025-09-10T19:32:47Z
@alimohammed4709,I love the air but phone cases are essential so that takes all the benefit away 😢 also my 13 pro is going super strong so don’t see myself upgrading anytime soon,2025-09-10T19:32:44Z
@nanirue,"Arun, since you've been hands on and you are THE channel I go to for reviews - if I am currently on a S22 Ultra, would you recommend the S Fold 7 or the iPhone 17 Pro Max? Camera for photos and battery life is important to me. Thank you and love your content, always high quality, to the point and clean visuals!",2025-09-10T19:32:25Z
@savvylildancer,"lmao it's hilarious how all the reviewers are coping trying to make the new iphones sound worth buying, clowns.",2025-09-10T19:32:04Z
@SirFexou,I'm getting a base iPhone 17 in lavender from my iPhone 14 Pro Max !,2025-09-10T19:31:36Z
@thegreatNEb,does the Torras Q3 work with the magsafe battery pack?,2025-09-10T19:31:21Z
@bertiboygaming,A little random but it seems like you’ve been using your new gym! Your biceps are looking massive! 9:59,2025-09-10T19:31:10Z
@horridohobbies,"Question: Most users slap on a screen protector, so will this interfere with the anti-reflective coating?",2025-09-10T19:31:04Z
@bossman4992,Good work,2025-09-10T19:30:27Z
@himanshumhatre1940,"This guys when it comes to 
Apple - 🥵✊️💦💦💦💦
Vs 
Other brands - 🤢🤮🥴🤒",2025-09-10T19:30:25Z
@McNanaBravo,"Apple was supposed to release these phones in 2027. Samsung is still in 2025. So,is it better than the s25 ultra?",2025-09-10T19:30:14Z
@ByronWrightJr,10:13 does anyone know what game this is? 👀,2025-09-10T19:29:52Z
@MeriaDuck,Nothing changed. Unrepairable mess. Closed ecosystem. Overpriced. Tiny battery. Terrible operating system. Nothing-burger.,2025-09-10T19:29:33Z
@FilmLads-oh5mz,Iphone 17 air legit looks like an android.,2025-09-10T19:29:07Z
@GamersAhoy,Europe  17 Pro Max 256GB  ===> €1479 is $1730 While in america its $1199 Is insane. We could Go to america with the plane have a vacation and buy the phone there.,2025-09-10T19:29:01Z
@Bakz6,Iphone 17?? im still with my 13 with 77 battery health and broken face id,2025-09-10T19:28:45Z
@etsoccer91,they must really be scared of google,2025-09-10T19:28:42Z
@derekmswanson,iPhone mini series needs to come back. Love that size of phone.,2025-09-10T19:28:29Z
@akashrao3590,Is it just me or does the audio sound weird when Arun stops talking. It sounds like AI voiceover,2025-09-10T19:28:02Z
@Ark_knight0,"It feels empty, and i have no idea why",2025-09-10T19:36:06Z
@TheKingLeeroy,Add background music next time.,2025-09-10T19:27:22Z
@Hxperion,Bro will glaze on ts but double down on pixels,2025-09-10T19:26:55Z
@ronaldguz,"i really love the 17 now, the only thing is that they are pushing you to buy a  more expensive different model if you want a bigger screen wich is my case. i wanted a bigger screen, now a dont know what to do haha, i have a normal 13, but the normal 17 is awesome now.",2025-09-10T19:26:53Z
@alternergysolartech,The pro models look like Tecno spark 40,2025-09-10T19:26:52Z
@ZahidaBibi-p7x,To be fair apple kinda cooked,2025-09-10T19:26:47Z
@tanvir95s,Unsubscribed!,2025-09-10T19:26:23Z
@lukasprovaznik1238,"Lol...last years I wrote something longer, but I dont have patience for this....like really ...? Revolutionary? Just lol....",2025-09-10T19:25:57Z
@jibinjoshy7206,Air gonna Flop,2025-09-10T19:25:51Z
@tanvir95s,Hypocrite. Samsung's thinner phone is bad but iphone's one is better.,2025-09-10T19:25:47Z
@tarif9834,"I wonder why these tech YouTubers just makes 3/4 videos on apple events where Xiaomi, Samsung , Vivo does it better and more experience full",2025-09-10T19:25:44Z
@jibinjoshy7206,Looks like poco phones,2025-09-10T19:25:36Z
@NinjaZX6Rider,"I'm just over here waiting for the final version of iOS 26 to drop, loving the public beta.  Liquid glass is probably my favorite feature.  Being able to resize the clock on the lock screen is really cool.  This is the best version of iOS yet, so if you have the 16 Pro, I am not sure that it's worth upgrading, unless your cell provider gives you the option to trade in for nothing.",2025-09-10T19:25:07Z
@karajjpsbpezornrhb2544,"still remember the ""who asked"" when you reviewed samsung s25 edge",2025-09-10T19:24:27Z
@pvic6959,whats the context on this again lol,2025-09-11T00:57:49Z
@javsousa,Amazing.... another incredible phone that costs a heart and a lung that sells you the previous high tier as basic and convinces you that 0.1 inch less in a bevel justifies selling your smallest kid for. I honestly couldnt care less :))),2025-09-10T19:24:13Z
@smaug9833,"Dude, they're cooking you on X for being a hypocrite.",2025-09-10T19:24:01Z
@beast_love_clipz,"I think Samsung is still better by far, though",2025-09-10T19:23:57Z
@reijhinru1474,"Me who wants a thicker Phone.
Apple who does a thinner Phone.",2025-09-10T19:23:28Z
@Nnamdinnamah,"your noise gate is annoying, you cant do that so aggresively without a background song",2025-09-10T19:23:23Z
@ind3structable,Why does thinness matter?,2025-09-10T19:23:01Z
@adamthirlwell123,What's going on with the audio/mic?,2025-09-10T19:23:00Z
@tundeadesanya8935,Is it just me or does the entire audio cut off the second he stops talking?? It's extremely apparent and I haven't seen any other comments on it,2025-09-10T19:22:40Z
@karandua6564,Iphone air is made to fail again. This isn't comparable to macbook air because that is cheaper tha pro. Iphone air is not,2025-09-10T19:22:34Z
@GamersAhoy,"The audio keeps cutting off when you stop speaking , it's really annoying, can you stop that please",2025-09-10T19:22:14Z
@olarixy6744,what is the game at 3:24?,2025-09-10T19:22:08Z
@kadirpvp6174,As an Android fan I think they actually did great this time,2025-09-10T19:22:04Z
@becomingfr33,"I have no idea why anyone would by an air. Less cameras, less battery life for a higher price? Makes no sense whatsoever. If they made a middle range phone it would make sense but why would you pay more for less? Insane.",2025-09-10T19:21:15Z
@MKBen10-10,One little Timmy raging on Roblox and that phone is gonna get snapped up,2025-09-10T19:20:59Z
@drkpurge1326,This guy is being badly humiliated on Twitter.😂😂😂,2025-09-10T19:20:33Z
@edgarvivar87,I am still waiting the CHANGES EVERYTHING part,2025-09-10T19:20:31Z
@titilayoadebayo-abon2228,Samsung Stans gather here ❤,2025-09-10T19:19:25Z
@leovenx,I just want the name of the game at 10:13,2025-09-10T19:19:16Z
@tturbo-k5c,My only question is: why are your fingernails so pretty?,2025-09-10T19:19:16Z
@eritiro,arrrrggggg you put a gate in the audio path of this video!!! now when you dont speak the silence is absolute. Would you kindly reconsider removing this effect? your other videos didn't have this issue.,2025-09-10T19:18:24Z
@NabeelHussain31,Still there will not be a simple feature which is: a little vibration/haptics alert when someone picks up the call. Why Apple why?,2025-09-10T19:17:39Z
@Cube-3710,Apple Switching roles with OnePlus.,2025-09-10T19:17:30Z
@flydjuk,"Sorry Aaron but that wasn't the best video, marques straight to the point",2025-09-10T19:17:07Z
@jinandtakhellambam5179,Why didnt you say copy from samsung,2025-09-10T19:16:54Z
@CamCoreMusic,I hate how quiet everything is in between talking I keep thinking the video cut out,2025-09-10T19:16:19Z
@Danne-1337,"All I see is the blob, come on apple🫢",2025-09-10T19:16:16Z
@david029014,"I need your help, I am 55-year-old male and always dyed my hair darkest brown, I had alot of grey/white hair coming in, but I decided this year I want to stop dying and accept they greys. I grew my hair out pretty good I was looking to do the flow hairstyle. To avoid the infamous skunk line I went to a beauty salon to have them put grey highlights with that cape with holes in it. The bleaching process ruined my hair. I dont know if I should just cut it off and start over? I am currentyly using the products you recommended from Redken to bond the hair again. what should I do?? my hari looks horrible!",2025-09-10T19:16:03Z
@NuxNerd,Never ever hear people go “oh I wish my phone was thinner so it bends and breaks”.,2025-09-10T19:15:19Z
@PAshish-dh5fk,"Maybe ""I wish it was thinner So i don't have to carry a brick with me""",2025-09-10T22:23:59Z
@twistedmetal2290,We just need it thinner . Thick iPhones  eyesore,2025-09-11T01:28:16Z
@sdrake8355,@twistedmetal2290not to mention finger sore if you use your pinky as a ledge to hold the weight!,2025-09-12T09:19:35Z
@dhanvinvinod,"They downgraded their pro phones from Stainless steel to Titanium to now Aluminum, the same metal that is use in mid range smartphones. They should have atleast given stainless steel.",2025-09-10T19:15:16Z
@darrengreen3228,There's more  to phone  then the shitty iPhone.,2025-09-10T19:15:01Z
@Gabbanadj,iphone 17 getting s21 features,2025-09-10T19:14:42Z
@cyzw,"I was doing my dishes, but I had to dry my hands just to tell you that microphone is not it",2025-09-10T19:14:31Z
@badhonqqrrt8588,"if it was samsung , he would've roasted loll",2025-09-10T19:14:15Z
@frenchtoastenjoyer,I mean he already did what did Samsung even change in the s25 compared to s24?,2025-09-10T20:56:46Z
@Sandra-w4p,​@frenchtoastenjoyerif you watch  all his videos about Samsung or the entire android he's always criticizing everything new cool stuff they do on it....imagine the front and back camera on at once that he's calling cool did you know how long it's been on Samsung,2025-09-10T21:44:47Z
@nacelikhernandez4597,@Sandra-w4p that's crazy I didn't notice that bro's been biased about it until I read these comments. I did notice that he didn't mention the dual camera has been on the Samsung's phone forever especially when he always points out when Samsung phones have finally gotten a feature other phones have had.,2025-09-11T00:31:56Z
@pvic6959,@Sandra-w4p i SWORE id seen that before hahaha,2025-09-11T00:56:46Z
@DelightEnyosiobi,It looks like we all need to lay complaints and also go extra mile by sue them before they change,2025-09-10T19:13:22Z
@ALITEGAMERYT,I'm still hearing discontinued Android features.,2025-09-10T19:13:22Z
@nolinordwora5574,Guy have you noticed 😂?! He's not as hard on those iPhone as he was with the pixel 10 series.. so much noise for nothing 🙄 ..iPhone suck,2025-09-10T19:13:10Z
@OpiTechnology,"As a Samsung user it's nice to see that Iphone, for the first time ever, has a phone that justifies it's price and that's the base Iphone. The others are still overpriced.",2025-09-10T19:12:32Z
@imk1744,Being biased mr Arun,2025-09-10T19:12:23Z
@Vina_Online,the only thing Apple have done here is add some more unique colours and make it look like the Google Pixel,2025-09-10T19:12:02Z
@lifeslife-m5y,The girl analogy goes crazy,2025-09-10T19:11:41Z
@xbfo8053,"I LOVE the no background music on these videos, it's so good ❤ just one thing, you can't get away with this type of gate with no background music.. maybe give the gate a bit more release? It cuts off unnaturally and without the background music it's a bit disorienting. Anyway I love the videos and hope you se this 😊",2025-09-10T19:11:38Z
@aminerahmani863,Pixel still way better,2025-09-10T19:11:34Z
@globalcitizen7811,"Same rubbish, you get back hands by apple to praise it",2025-09-10T19:11:33Z
@rivuhazra3600,10:16 which gameplay ?,2025-09-10T19:11:21Z
@abdallahmomani7936,"The 17 air is literally just ""pay more for less""",2025-09-10T19:11:11Z
@shortstuff780,"Nothing changes. Just a skinny phone with a big camera bump

The fold 7 is skinnier opened 

Plus it's apple, which is already a L. No thanks",2025-09-10T19:09:25Z
@garth8979,They might catch up with my 4 year old Oppo in another 2 or 3 years.,2025-09-10T19:09:10Z
@faladeadebisi8562,Is the 17pro max out also ??,2025-09-10T19:09:09Z
@marcdawson2156,"My iPhone 16 Pro has been the most disappointing iPhone I have ever bought, I won’t be rushing to upgrade until I see a real improvement in the software.",2025-09-10T19:09:06Z
@AcnAPyX681,Finally time to upgrade my 13 pro with the base 17. Finally 120hz as standard,2025-09-10T19:09:03Z
@adityapandey4502,Summary of the Video: Pay 200$ more for few more useless features,2025-09-10T19:08:57Z
@ADEEBKHAN-qe3pc,Moto ki ad ki MKC 🤡,2025-09-10T19:08:43Z
@Death_Noob_666,w samsung,2025-09-10T19:08:17Z
@nolinordwora5574,Such lame design 😂😂looks like toys the one that stands out is the iPhone AIR ..anyway let's wait for the S26ultra 🤞🏼,2025-09-10T19:06:17Z
@TR1B4L,I don't stand the point of putting the pro chip into the air.,2025-09-10T19:06:10Z
@GratefulnLovedbymyAbba,❤❤❤❤❤❤❤,2025-09-10T19:05:50Z
@PiKaChu_1125,Am i the only one who feels the audio is chopped up?It almost feels like he is stuttering.,2025-09-10T19:05:07Z
@robhingston,"I never go for the pro max , but considering the big Jump in battery life and the small jump it price ...",2025-09-10T19:04:47Z
@SoyEliel203,"I think you misspelled the word ""changed"" in the title. It's spelled ""the same""",2025-09-10T19:04:31Z
@BobJones-zw3ui,You nerds get all shook up about everything that Apple puts out - to me it’s just meh and nah.,2025-09-10T19:04:29Z
@Femlando,"17 base, having all the predecessor specs and still standing at that price, is a game changer.",2025-09-10T19:03:55Z
@icegiant1000,"I couldn't believe it, they gave me two crackers instead of one!  Alert the media!",2025-09-10T19:03:42Z
@joseribeiro2348,"At this point, I don't think MrWhosetheiSheep is a reliable reviewer. The bias is striking. Obviously there's good and bad things with both Android and IOS, but to blatantly criticise a feature on android, and then when it comes to iPhone to say it ""changes everything"". I just hope he is taking quite a bit of money from apple, otherwise to have that bias without endorsement is a crash in trust as a reviewer.",2025-09-10T19:03:09Z
@DoomGuy9001-MK4,I wonder if a fold or flip will be released?,2025-09-10T19:03:09Z
@rivuhazra3600,"❤️ ur video always .
If I have money I will bye samsung s25 ultra,  value for money 👍🏼",2025-09-10T19:03:03Z
@PhelipeID,I bet Everyone are awaiting for Jerry’s video kkkkk,2025-09-10T19:03:02Z
@r3i2x,I was expecting a riot . 🤣😅 So disappointed,2025-09-10T19:03:01Z
@Emmzy189,iPhone needs to do better in terms of camera,2025-09-10T19:02:24Z
@antonimiller773,"that is so frustrating to hear ""NOONE WANTS A MINI PHONE"" from every tech reviewer... I AM HERE and basically dozens of my friends with mini iPhones 12's and 13's are 
Honestly I started to realise just now how many people in my surrounding have the 12 and 13 mini",2025-09-10T19:02:17Z
@jaaacktractive,Apple compares its new iphones to previous iphones. At least you don't do it; compare it to latest androids so that we know what's up.,2025-09-10T19:02:13Z
@huausiji8w,What game is he shown playing?,2025-09-10T19:01:35Z
@bartekkrzemien,"I’m crazy enough to actually want an iPhone Air :D Why? Because the Pro model looks awful, and the regular 17 looks the same as every year... it would be nice to finally have something different! But there’s one essential question... can the iPhone Air record in Cinematic mode? Does anyone have any solid, confirmed info? The specs say “Cinematic video stabilization,” but some people claim that since it only has a single lens, the Air doesn’t support that mode...",2025-09-10T19:01:13Z
@Cyberdeamon,Iphone Air - Welcome back Bendgate.,2025-09-10T19:01:04Z
@scoppy1000,"Wow I’m still on the XS  😂 and if the battery wasn’t  💩 and hadn’t dropped it, I’d be keeping it. Looks like the basic 17 is the winner.",2025-09-10T19:01:02Z
@huckwalton2307,Wow. This is awesome... Too bad buying iPhones is fascist now. But wouldn't it have been cool if we could still buy these?,2025-09-10T19:00:51Z
@lyricscrow3065,just bought a 16 pro 4 days ago🙂,2025-09-10T19:00:50Z
@vanrex7682,"The iPhone 17 Air is gonna become the iPhone 17 Air “curved” the moment you put it into your pockets lmao. They won’t convince me it won’t bend, except for maybe when they say they used CrCoNi alloy as material for the casing 😂.",2025-09-10T19:00:27Z
@manowar2816,Apple still exists 2025. Your first words 50 seconds seems like you have a check.,2025-09-10T18:59:34Z
@isaacstacoify,"So in other words, wait for the s26 ultra.",2025-09-10T18:59:05Z
@lcisso8584,"Sorry, but sounds like sugar coating to me. Things should have done years back. But have to say design is cool this year. Fun facts iPhone 7 is as thin as the air. Still using it as a spare phone",2025-09-10T18:58:46Z
@JamesBerkey,"I'm sad the base doesn't come in a max size, no one is talking about it.",2025-09-10T18:58:14Z
@vi8on855,"why are the colores so ugly tho 
in the 16 regulars the ultramarene , teal and pink are fire and here they made a set of boring one tone pastel colores , not even talking about the pros that get ugliear from year to year since 15",2025-09-10T18:57:51Z
@MaulikModi13,"Apple is just encashing the loyalty and resist itself to launch new features until people are frustrated and on the verge of leaving brand. 

Was apple user but happy switching to samsung ❤",2025-09-10T18:57:24Z
@Magnum_dude,All that and not even a promo code for the accessories wild,2025-09-10T18:57:18Z
@pulemahlong,"I'm stuck between buying an iPhone 17 pro Max and Samsung fold. I need something different, durable better camera and has crazy security features.",2025-09-10T18:55:58Z
@SteveyRuns,I really hope they change the camera design completely on the next generation.,2025-09-10T18:55:26Z
@davidrodriguez2109,Yo lo necesito. El mejor iPhone de todos los telefonos aunque les arda a los android lovers.,2025-09-10T18:55:02Z
@Blueband7163,"Apple has got nothing unusual innovation to offer now. After being a faithful apple user since its 3GS, I am seriously thinking of switching to Android device.",2025-09-10T18:54:59Z
@GentleNoor2,"should I get the 16 pro or 17(base), I already know the 16 pro price is going to drop the moment the 17s come out and I am considering the 16 pro cuz it still has a nice premium feel and still has good battery life but the 17 base is also just really impressive on what it's offering for the price even tho it feels and looks less premium.",2025-09-10T18:54:43Z
@rs7997,Same shit 💩 different year,2025-09-10T18:54:42Z
@GEOFFYCOLLECTION,Well the Pro Max 16  had 120 anyways,2025-09-10T18:53:58Z
@oluebubemgbemena3118,Still. Here ❤️,2025-09-10T18:53:36Z
@jokemonsaludgoo7429,"Awesome new IPhone 17 Pro Max camera design. I remember the Poco M3 camera bump. Oh yeah, the new iPhone 17 Pro Max ""Poco Island"".",2025-09-10T18:52:46Z
@multilink5669,The iphone is going crazy.... iphone 17....imagine iphone 25😢😢,2025-09-10T18:52:29Z
@jonogrimmer6013,Maybe different in person but the pro looks so cheap! The Air was clearly made for women and almost no men will have them. Normal 17 is the only phone worth the price when it gets a reduction in a few months,2025-09-10T18:52:18Z
@freemylooney,What game was that,2025-09-10T18:52:12Z
@chirag0,"Video style is changed no music and just sitting and talking feels weird specially with earphones there are abrupt cut to silence dont feel good😬
Maybe because this is a rushed video outside of your usual setup so will pass for this time",2025-09-10T18:52:06Z
@DANKKrish,all noise stopping whenever you go silent is a bit jarring.,2025-09-10T18:51:56Z
@Whatstwodevidedbyfour,How the hell did you already buy them,2025-09-10T18:51:15Z
@roohafzaa,10:23 What is the game name ?,2025-09-10T18:51:09Z
@Fish10000,audio issues anyone else?,2025-09-10T18:50:43Z
@LibrocreatesL2,"i hate the camera bumps so much lol
but for the first time in a while i'm thinking of switching phone lol (i have an 11)
the base 17 looks really nice and with a lot of fetaures i never thought i'd see on a base model...",2025-09-10T18:50:41Z
@SkipCut,BOSS IS ALWAYS RIGHT.,2025-09-10T18:50:01Z
@iflambeau,"i came here for the ""whose day?"" quote 😪",2025-09-10T18:49:57Z
@brezimenkobrezprezimenko2131,"Apple is loosing money with higher priced phones, that is why they went all in with the base model.. Even to that extent, that hardly no one will be buying the pro this year around..",2025-09-10T18:49:57Z
@jamaltatums,"Shouldn't it be who's the boss, not whose?",2025-09-10T18:48:55Z
@rrk2392,To be honest this is also iphon bigest mistic 48mg pixel camera if some one remmember vivo x5 pro i thing  vivo was clasic,2025-09-10T18:48:51Z
@sarinlalkv,"NONSENSE!! This is too slow bro, others are way ahead!!

This guy has become a silly apple fan boy now!! Not anymore worth continuing watching!",2025-09-10T18:48:45Z
@aurtisanminer2827,That air model is a good step towards a smaller phone but looks like it will break really easily. I’d much rather have a mini model.,2025-09-10T18:48:36Z
@THEUNKNOWNGAMER-t1d,Bro plays  delta force,2025-09-10T18:48:10Z
@Joe-ey7cu,Thin phone means small short battery life.,2025-09-10T18:48:04Z
@itSpideybih,Does he mean “who’s the boss”?🙄,2025-09-10T18:47:14Z
@phoenixyt124,I got myself a 17 Pro Max and the Pro 3s. Lets see how it goes.,2025-09-10T18:46:39Z
@alanredpath8998,"It's 2025, and this is the best Apple can do?",2025-09-10T18:46:37Z
@bharadwaj_routhu,"To be honest, I'm happy there is less focus on AI in the whole event. I was absolutely frustrated by seeing companies shove in the tag AI on every other features that's already existed for years and calling it a day.",2025-09-10T18:46:30Z
@NoName-jn7ou,Fun fact: Apple paid influencers this year,2025-09-10T18:46:05Z
@PaulOrtiz,"That orange pro though 👀 I have a 14 pro max here that I think I’m still paying for, but I’d happily relegate it to a work phone (continuity camera, audio/midi device). Will see…",2025-09-10T18:46:04Z
@gillgaxx,moved on from copying samsung to copying google pixel lmao,2025-09-10T18:45:47Z
@Tizianv,"Why not get the Galaxy Fold7? Thinner than the Air, amazing triple Camera and good Battery life, so a true pro model :p (i know it's more expensive)",2025-09-10T18:45:27Z
@JonathanKuruvilla,U shud out music in the background,2025-09-10T18:45:20Z
@Shizzwoods,Who battery😂?,2025-09-10T18:44:19Z
@frankmsibi8341,"i love your videos , clarity , infomation , quality  awsome",2025-09-10T18:44:10Z
@dapkatz3119,Apple sucks,2025-09-10T18:43:46Z
@Mike_The_Hog_A_Nator,Oh my! That is fugley!,2025-09-10T18:43:45Z
@Lukaksian,If someone bought the iPhone 16 1 day before the iPhone 17 launch😂,2025-09-10T18:43:31Z
@leeeroyjenkinss,"Holding my s25U. 

Apple clearly destroyed  and mopped the floor with samsung with the release of the 17 series.  

Samsung  and their shitty 200MP camera. They are stuck on that. Its absolutely  garbage. No innovation  from samsung in the last 5 years id even say.

With the S26U leaks coming out. Its literally  looking the same as the S25U. 

I might actually switch over. Never had an iPhone before.",2025-09-10T18:43:27Z
@shaunbrady15,Air is still the prettiest,2025-09-10T18:42:55Z
@Sevic7,The iPhone 17 seems like the biggest winner for this years iPhones. As a 14 user I’m thinking about probably getting it but I still can’t decide whether it’s better to get that or to get last years 16 pro.,2025-09-10T18:41:58Z
@gamingl9362,From titanium to aluminum and the price is higher 😂😂😂😂,2025-09-10T18:41:50Z
@farazineurope,Felt like an ad for Apple ;),2025-09-10T18:41:31Z
@24BlackMamba8,I love that torras case but they don't make it for my S25 Ultra. You should talk to them and put your word in for them to make that case for the S25 Ultra.,2025-09-10T18:41:26Z
@StickerlessTurtle,The green on the base model <3,2025-09-10T18:41:21Z
@NdaloMagubane-cm4nd,Wiat till Jerry Rig Everything gets his hands on the Air 😌😂😂,2025-09-10T18:41:16Z
@tharpeaddy,"I wish I was rich enough to buy everything new that comes out but I get paid by the paycheck so I can’t afford to buy everything these companies make
I got the iPhone SE 2020😂😂😂 so I’ll never have this iPhone until like 2030😂 when the price doesn’t cost as much as my e-bikes 😂",2025-09-10T18:41:11Z
@nicalicious3002,How much is Apple paying this guy?,2025-09-10T18:40:40Z
@gr_always.x07,Fun Fact: The wallpaper of the iPhone 17 pro and pro max has the word PRO,2025-09-10T18:40:26Z
@Solvantiz,If your not getting the pro don’t get it at all😊,2025-09-10T18:40:20Z
@Armanthenerd,I just hate how ugly the 17 pro and pro max is,2025-09-10T18:40:19Z
@achook9474,iPhone the new pixel 😂,2025-09-10T18:40:12Z
@yogeshjain5880,The worst iphone design ever,2025-09-10T18:39:38Z
@aurtisanminer2827,I want a damn mini again. That was my favorite sized phone since the 5.,2025-09-10T18:39:27Z
@arnabchoudhury7950,Another tech reviewer Apple bought!!,2025-09-10T18:39:21Z
@theworldisgoingmad,The camera design is terrible,2025-09-10T18:39:13Z
@surprisednt,"Arun the sound quality is weird in this video, the sound when you finish a sentence cuts off very suddenly and its tiring to hear again and again , probably a mic sensitivity issue . Thanks for the video!",2025-09-10T18:38:55Z
@ironchef8000,Paying more for underperformance and design over usability is an Apple hallmark.,2025-09-10T18:38:38Z
@neilmcmahon,It's that time of year again where 'adults' claim that their toys are better than yours.,2025-09-10T18:38:38Z
@FAKEZIROQUITSFOR1YEAR,So not much difference compared to the old phone😂❤🎉,2025-09-10T18:37:54Z
@Mega-Wave,Bullshit,2025-09-10T18:37:53Z
@Dreadwayfarer,"I don’t know how people get excited for new Apple phones these days. Same phone every year, yet content creators make them seem awesome for adding features other phones already have.",2025-09-10T18:37:27Z
@neo7759,"Literally nothing has changed, every release is the same and they are always behind Android",2025-09-10T18:37:08Z
@Josh-w8m,mini with current battery efficiency please.,2025-09-10T18:37:01Z
@milktea-kim-v7l,Love the way you do the hands on review of iPhone Air 😊 Air is the dream iPhone since I experienced the iPod touch from 10-15 years agoooooo❤❤❤ finally a phone feels like a piece of glass yet capable of great performance 🎉🎉🎉,2025-09-10T18:36:51Z
@lightningsrt4707,Why do they insist on not making the camera it.,2025-09-10T18:36:46Z
@frankmsibi8341,im not an🤧🤫🤫🤫Apple fan but this time i say WOW .,2025-09-10T18:36:42Z
@vedshah4925,hey man is it better to buy the base iPhone 17 or the iPhone 16 plus with same specs(256gb storage??,2025-09-10T18:36:40Z
@bharadwaj_routhu,"The base iPhone version has never looked more attractive. If Google continues thier rampage with the sideloading of apps, I might actually shift to an iPhone 17 next year during the sale. Don't see any value with my Android anymore if the most important feature that is keeping me held is gone.",2025-09-10T18:36:37Z
@jackcoppard6033,Anyone else just see the thumbnail and think it was a pregnancy test ?,2025-09-10T18:36:19Z
@gvakland-p4i,Can wait to see s25 and iphone 17 compete for phone of the year🎉,2025-09-10T18:36:09Z
@he-man5102,I still don't care about iPhone.,2025-09-10T18:35:59Z
@Kawasuka1000,"Sound like a paid promotion. Thanks, bye! Until never",2025-09-10T18:35:53Z
@DiptansuGurung61,Hi,2025-09-10T18:35:47Z
@hamzasakhawat8306,Why this video sounds weird like someone has recorded and reposted I checked twice his account 😂,2025-09-10T18:35:43Z
@TicTacBell_,Iphone 17 air bend gate lol,2025-09-10T18:35:42Z
@Erika-j8r7v,"Why buy new phones when the old one works? It,s better to save money nowadays when economics is so bad.",2025-09-10T18:35:33Z
@althr321,The hot girl analogy is on point 😂,2025-09-10T18:35:28Z
@veeralraj2745,Talk about ai bro.,2025-09-10T18:35:08Z
@palniladri,Ovet noise cancelling audio,2025-09-10T18:35:02Z
@Nourinshailasheuty-9y,"only one word """"""""CRAP""""""""      my samsung m14 is better then it.     he he ha ha hoho ha",2025-09-10T18:34:50Z
@minjod,"To summarize:
iphone 17 - good value, considering it's an iphone that finally has features android (and iphone pro) had for years. if you have iphone 13 or older, it's finally time to upgrade
iphone air - the most pointless and scammy cash grab
iphone 17 pro and pro max - overpriced as usual, except now they look more chinese than ever",2025-09-10T18:34:46Z
@Regret-B,"Apple presents, the Ifridge 17",2025-09-10T18:34:11Z
@albakass,"I just have one question, so there are people who upgrade their phones annually?",2025-09-10T18:34:10Z
@camptube7621,I think the air is the precursor to a fold.,2025-09-10T18:34:04Z
@KhanKhan-nu7gw,I would go for iphone air only if it was $600,2025-09-10T18:34:04Z
@aliusmanbajwa6422,Is it a paid video ?,2025-09-10T18:33:39Z
@ARJUN-SS,Arun absolutely trolled S25 EDGE but for him Iphone Air looks like a Luxury and Revolutionary product 😅,2025-09-10T18:33:03Z
@6FootVampire,"apple ripping stupid people off still? yes? ok, the world is the same as before.",2025-09-10T18:33:02Z
@pavanlulla,"The more things change, the more they  remain the same.. 😂 Titanium or Aluminum Apple's preachy greed lives forever.",2025-09-10T18:32:56Z
@HuskyRuss,"Pokemon VGC? I knew you were based, but this takes it to another level",2025-09-10T18:32:10Z
